issue_id,tool,rule,category,severity,path,line,line_text,message,reported_commit,reported_committer,dataset_phase,module,scope,provenance,provenance_evidence,present_at_intermediate_head_cb19910,present_at_final_validation_head,disposition
15a8144d9831ea65f57642273990333f,PMD,PMD_category_java_errorprone_AvoidFieldNameMatchingMethodName,ErrorProne,Warning,core/src/main/java/games/cubi/raycastedantiesp/core/config/raycast/PlayerConfig.java,7,    private final boolean onlyCheckSneaking;,Field onlyCheckSneaking has the same name as a method,5293db6c86d498a59a7ac72951ef86a053b94643,Cubicake,initial,Core,Production code,UPSTREAM,PMD 6.55 same rule and violation at upstream line 7,yes,yes,remaining; reproduced against authoritative upstream baseline
b997bd39b7b35a86c9a6b6696b337a56,PMD,PMD_category_java_errorprone_TestClassWithoutTestCases,ErrorProne,High,packetevents/src/test/java/games/cubi/raycastedantiesp/packetevents/viewcontrollers/EntityTransitionRetryQueueTest.java,190,    private static final class TestFailure extends RuntimeException {,"The class 'TestFailure' might be a test class, but it contains no test cases.",3e18acde563809f68f003229266258687ce8ce10,P2wn,initial,PacketEvents,Tests,PIECLOAK,PMD 6.55 violation not reproduced at the corresponding upstream source location,no,no,fixed by package 10 remediation
3ce8bac2ada1e85e2db8c93af061cf50,PMD,PMD_category_java_bestpractices_AvoidReassigningParameters,BestPractice,Warning,core/src/main/java/games/cubi/raycastedantiesp/core/engine/AsyncEngine.java,170,                scheduledNanos = System.nanoTime();,Avoid reassigning parameters such as 'scheduledNanos',,,initial,Core,Production code,UPSTREAM,PMD 6.55 same rule and violation at upstream line 109,yes,yes,remaining; reproduced against authoritative upstream baseline
c07ae3b9e07f78fed9d6ab24d77b1efe,PMD,PMD_category_java_multithreading_DoNotUseThreads,Compatibility,High,core/src/test/java/games/cubi/raycastedantiesp/core/view/PackedTransitionQueueTest.java,203,        Thread producer = Thread.startVirtualThread(() -> {,"To be compliant to J2EE, a webapp should not use any thread.",3d8686e1ae953dc1ebfdffcad1c40bd675bc4c49,Cubicake,initial,Core,Tests,UPSTREAM,PMD 6.55 same rule and violation at upstream line 203,yes,yes,remaining; reproduced against authoritative upstream baseline
9bfe05ab2975e45a2f4bd0d026fc544b,PMD,PMD_category_java_bestpractices_GuardLogStatement,Performance,Warning,platform-paper/src/main/java/games/cubi/raycastedantiesp/paper/config/PaperEntityTypeExclusionResolver.java,60,"        Logger.info(""Resolved "" + EntityTypeExclusions.size() + "" excluded entity types."", 5);",Logger calls should be surrounded by log level guards.,18f08ab7d70f3b5c4b7a0addc1e777e310381086,P2wn,initial,Paper platform,Production code,UPSTREAM,PMD 6.55 same rule and violation at upstream line 71,yes,yes,remaining; reproduced against authoritative upstream baseline
83942d46d1de92d85d82d1b8eca6ac1f,PMD,PMD_category_java_performance_RedundantFieldInitializer,Performance,Warning,core/src/main/java/games/cubi/raycastedantiesp/core/view/controller/PacketEntityViewController.java,54,    protected double hideOnSpawnPlayerDistanceSquared = 0;,Avoid using redundant field initializer for 'hideOnSpawnPlayerDistanceSquared',47d3e142ea86edbbb737adf709cd7c6ec5b9ba5c,P2wn,initial,Core,Production code,UPSTREAM,PMD 6.55 same rule and violation at upstream line 54,yes,yes,remaining; reproduced against authoritative upstream baseline
dc2fbcdd9014a6cbfd19386786d207e2,PMD,PMD_category_java_errorprone_AvoidLiteralsInIfCondition,ErrorProne,Warning,core/src/main/java/games/cubi/raycastedantiesp/core/chunks/blocks/BlockChunkDataBuilder.java,44,        if (usedPaletteSize == 2) {,Avoid using Literals in Conditional Statements,332f0becb460fc2aebae0ab7f0a51c88604a90e4,Cubicake,initial,Core,Production code,UPSTREAM,PMD 6.55 same rule and violation at upstream line 44,yes,yes,remaining; reproduced against authoritative upstream baseline
7471b2c5de7fb7cc804ef50521bff126,PMD,PMD_category_java_errorprone_AvoidFieldNameMatchingMethodName,ErrorProne,Warning,core/src/main/java/games/cubi/raycastedantiesp/core/tracked/NettyEntity.java,36,"    private volatile double y; private static final VarHandle Y = VarHandler.get(NettyEntity.class, ""y"", double.class);",Field Y has the same name as a method,18f08ab7d70f3b5c4b7a0addc1e777e310381086,P2wn,initial,Core,Production code,UPSTREAM,PMD 6.55 same rule and violation at upstream line 36,yes,yes,remaining; reproduced against authoritative upstream baseline
5fed2937e8ec508de4acd815244e2551,PMD,PMD_category_java_multithreading_DoNotUseThreads,Compatibility,High,core/src/test/java/games/cubi/raycastedantiesp/core/utils/Long2ObjectMTHashMapTest.java,125,            ExecutorService executor = Executors.newFixedThreadPool(8);,"To be compliant to J2EE, a webapp should not use any thread.",422a189069300dfa99524b1e1143f4500e42226c,Cubicake,initial,Core,Tests,UPSTREAM,PMD 6.55 same rule and violation at upstream line 125,yes,yes,remaining; reproduced against authoritative upstream baseline
514d57be9a509d04bd985ee9b44d0d8a,PMD,PMD_category_java_errorprone_AvoidFieldNameMatchingMethodName,ErrorProne,Warning,core/src/main/java/games/cubi/raycastedantiesp/core/tracked/NettyEntity.java,47,    private float headYaw;,Field headYaw has the same name as a method,18f08ab7d70f3b5c4b7a0addc1e777e310381086,P2wn,initial,Core,Production code,UPSTREAM,PMD 6.55 same rule and violation at upstream line 47,yes,yes,remaining; reproduced against authoritative upstream baseline
53f154a7c13f9e07ae91808061eb6bde,PMD,PMD_category_java_bestpractices_SwitchStmtsShouldHaveDefault,BestPractice,Warning,packetevents/src/main/java/games/cubi/raycastedantiesp/packetevents/viewcontrollers/PacketEventsBlockViewController.java,411,        switch (operation) {,"Switch statements should be exhaustive, add a default case (or missing enum branches)",4013fe7b64d32df33ecfe22db3b66ee0aa09397a,P2wn,initial,PacketEvents,Production code,PIECLOAK,PMD 6.55 violation not reproduced at the corresponding upstream source location,no,no,fixed by package 10 remediation
c17cfc44c7d849978eafad7b13a179e5,PMD,PMD_category_java_errorprone_AvoidFieldNameMatchingMethodName,ErrorProne,Warning,core/src/main/java/games/cubi/raycastedantiesp/core/tracked/NettyEntity.java,37,"    private volatile double z; private static final VarHandle Z = VarHandler.get(NettyEntity.class, ""z"", double.class);",Field Z has the same name as a method,18f08ab7d70f3b5c4b7a0addc1e777e310381086,P2wn,initial,Core,Production code,UPSTREAM,PMD 6.55 same rule and violation at upstream line 37,yes,yes,remaining; reproduced against authoritative upstream baseline
e64d4d5aa5d0166f0ddab804e2c99096,PMD,PMD_category_java_performance_AvoidInstantiatingObjectsInLoops,Performance,Warning,packetevents/src/test/java/games/cubi/raycastedantiesp/packetevents/viewcontrollers/EntityTransitionWorkTest.java,59,            MutableVisibility visibility = new MutableVisibility(false);,Avoid instantiating new objects inside loops,3e18acde563809f68f003229266258687ce8ce10,P2wn,initial,PacketEvents,Tests,PIECLOAK,PMD 6.55 violation not reproduced at the corresponding upstream source location,no,no,fixed by package 10 remediation
9bcfd3057a2b5015b362c620a9b8fcf7,PMD,PMD_category_java_errorprone_AvoidCatchingThrowable,ErrorProne,High,core/src/test/java/games/cubi/raycastedantiesp/core/utils/Long2ObjectMTHashMapTest.java,183,                        } catch (Throwable t) {,A catch statement should never catch throwable since it includes errors.,422a189069300dfa99524b1e1143f4500e42226c,Cubicake,initial,Core,Tests,UPSTREAM,PMD 6.55 same rule and violation at upstream line 183,yes,yes,remaining; reproduced against authoritative upstream baseline
8e703f2dcab0126c3470527464cc9f11,PMD,PMD_category_java_errorprone_AvoidDuplicateLiterals,ErrorProne,Warning,core/src/test/java/games/cubi/raycastedantiesp/core/utils/Long2ObjectMTHashMapTest.java,61,"        assertEquals(""two"", map.computeIfAbsent(2L, ignored -> {","The String literal ""two"" appears 4 times in this file; the first occurrence is on line 61",422a189069300dfa99524b1e1143f4500e42226c,Cubicake,initial,Core,Tests,UPSTREAM,PMD 6.55 same rule and violation at upstream line 61,yes,yes,remaining; reproduced against authoritative upstream baseline
61f1f68b3b0269bc5e860f9d8d836497,PMD,PMD_category_java_errorprone_AvoidCatchingThrowable,ErrorProne,High,platform-paper/src/main/java/games/cubi/raycastedantiesp/paper/packets/ControllerOwnership.java,84,            } catch (Throwable failure) {,A catch statement should never catch throwable since it includes errors.,16b9d4ffe865ac4204f06e5e02b10bead4b1db2b,P2wn,initial,Paper platform,Production code,PIECLOAK,PMD 6.55 violation not reproduced at the corresponding upstream source location,no,no,fixed by package 10 remediation
2b868d5c754cb4ed0e5d90d1adba024e,PMD,PMD_category_java_multithreading_AvoidSynchronizedAtMethodLevel,Performance,Warning,packetevents/src/main/java/games/cubi/raycastedantiesp/packetevents/viewcontrollers/EntityTransitionRetryQueue.java,61,"    synchronized EntityTransitionWork<P> cancel(UUID viewerUUID, EntityView<?> view, UUID entityUUID) {",Use block level rather than method level synchronization,3e18acde563809f68f003229266258687ce8ce10,P2wn,initial,PacketEvents,Production code,PIECLOAK,PMD 6.55 violation not reproduced at the corresponding upstream source location,no,no,fixed by package 10 remediation
977b0ccc43fa48570c98e3a203b5975d,PMD,PMD_category_java_errorprone_NullAssignment,ErrorProne,Warning,core/src/main/java/games/cubi/raycastedantiesp/core/players/NettyData.java,309,            expectedWorldTransitionDestroyEntityIDs = null;,Assigning an Object to null is a code smell.  Consider refactoring.,e0029df844be65dc5f76d3ad32b09ead140be375,Cubicake,initial,Core,Production code,UPSTREAM,PMD 6.55 same rule and violation at upstream line 309,yes,yes,remaining; reproduced against authoritative upstream baseline
f6bc6b10937652c313c4335b3e6b496b,PMD,PMD_category_java_errorprone_TestClassWithoutTestCases,ErrorProne,High,core/src/test/java/games/cubi/raycastedantiesp/core/players/ClientStateResetterMissingMetadataTest.java,124,    private static final class TestEntity extends NettyEntity<Clearable> {,"The class 'TestEntity' might be a test class, but it contains no test cases.",ddb6347d68d5606c3fecf045e7667572e5c5a9e7,P2wn,initial,Core,Tests,PIECLOAK,PMD 6.55 violation not reproduced at the corresponding upstream source location,no,no,fixed by package 10 remediation
708c1137b0258953abe3e4ba2b434897,PMD,PMD_category_java_errorprone_NullAssignment,ErrorProne,Warning,core/src/main/java/games/cubi/raycastedantiesp/core/players/ClientStateResetter.java,35,            committedWorldName = null;,Assigning an Object to null is a code smell.  Consider refactoring.,ddb6347d68d5606c3fecf045e7667572e5c5a9e7,P2wn,initial,Core,Production code,PIECLOAK,PMD 6.55 violation not reproduced at the corresponding upstream source location,no,no,fixed by package 10 remediation
4851a792d4ce0abdc8af910c523533f0,PMD,PMD_category_java_errorprone_AssignmentInOperand,ErrorProne,Warning,core/src/main/java/games/cubi/raycastedantiesp/core/view/PackedBlockTransitionQueue.java,60,        while ((entry = publishedEntries.poll()) != null) {,Avoid assignments in operands,18f08ab7d70f3b5c4b7a0addc1e777e310381086,P2wn,initial,Core,Production code,UPSTREAM,PMD 6.55 same rule and violation at upstream line 56,yes,yes,remaining; reproduced against authoritative upstream baseline
243c0338b10f2eedd9680289b8e10188,PMD,PMD_category_java_errorprone_AvoidFieldNameMatchingMethodName,ErrorProne,Warning,core/src/main/java/games/cubi/raycastedantiesp/core/players/PlayerPose.java,14,    private final float cameraYOffset;,Field cameraYOffset has the same name as a method,396382bcc2536be7f49d4dcacf7055bc7f9f7bf3,Cubicake,initial,Core,Production code,UPSTREAM,PMD 6.55 same rule and violation at upstream line 14,yes,yes,remaining; reproduced against authoritative upstream baseline
3ed888dee766ded52310c491aded591c,PMD,PMD_category_java_errorprone_NullAssignment,ErrorProne,Warning,packetevents/src/main/java/games/cubi/raycastedantiesp/packetevents/viewcontrollers/PacketEventsRespawnStateInvalidator.java,61,                worldName = null;,Assigning an Object to null is a code smell.  Consider refactoring.,ddb6347d68d5606c3fecf045e7667572e5c5a9e7,P2wn,initial,PacketEvents,Production code,PIECLOAK,PMD 6.55 violation not reproduced at the corresponding upstream source location,no,no,fixed by package 10 remediation
ac10c2e8980d918a63691b16e884e19d,PMD,PMD_category_java_errorprone_NullAssignment,ErrorProne,Warning,core/src/main/java/games/cubi/raycastedantiesp/core/tracked/NettyEntity.java,431,        packetReplayData = null;,Assigning an Object to null is a code smell.  Consider refactoring.,,,initial,Core,Production code,UPSTREAM,PMD 6.55 same rule and violation at upstream line 417,yes,yes,remaining; reproduced against authoritative upstream baseline
76d10fa09c381781c7f35cb343dbdc89,PMD,PMD_category_java_bestpractices_UnusedPrivateField,BestPractice,Warning,core/src/main/java/games/cubi/raycastedantiesp/core/players/PlayerLocatable.java,29,"    private volatile UUID world; private static final VarHandle WORLD = VarHandler.get(PlayerLocatable.class, ""world"", UUID.class);",Avoid unused private fields such as 'world'.,aae6bdb53c5fcdd316999b6618ae0d91966d75c6,Cubicake,initial,Core,Production code,UPSTREAM,PMD 6.55 same rule and violation at upstream line 29,yes,yes,remaining; reproduced against authoritative upstream baseline
884afbf49c8dea5a8c09031d7627d24a,PMD,PMD_category_java_errorprone_AvoidCatchingThrowable,ErrorProne,High,core/src/main/java/games/cubi/raycastedantiesp/core/lifecycle/LifecycleScope.java,57,            } catch (Throwable throwable) {,A catch statement should never catch throwable since it includes errors.,fea86e17bde44990ed42c7515648f9dddc988118,P2wn,initial,Core,Production code,PIECLOAK,PMD 6.55 violation not reproduced at the corresponding upstream source location,no,no,fixed by package 10 remediation
badac916dea97200afd351d2bfe68af2,PMD,PMD_category_java_multithreading_UseConcurrentHashMap,Performance,High,core/src/test/java/games/cubi/raycastedantiesp/core/view/controller/PacketEntityViewControllerTest.java,90,"        Map<Integer, TrackedEntity<?>> entitiesByID = new HashMap<>();","If you run in Java5 or newer and have concurrent access, you should use the ConcurrentHashMap implementation",e91dc4647d53e2f24ee26a956fdc91e9a3b09135,Cubicake,initial,Core,Tests,UPSTREAM,PMD 6.55 same rule and violation at upstream line 90,yes,yes,remaining; reproduced against authoritative upstream baseline
8588c69d8504f2ee0a8367e65988674e,PMD,PMD_category_java_errorprone_AvoidFieldNameMatchingMethodName,ErrorProne,Warning,core/src/main/java/games/cubi/raycastedantiesp/core/config/raycast/EntityConfig.java,18,    private final Set<String> excludedTypes;,Field excludedTypes has the same name as a method,f38bda6993a07fe598b4003d8ababb878e6df3cb,Cubicake,initial,Core,Production code,UPSTREAM,PMD 6.55 same rule and violation at upstream line 18,yes,yes,remaining; reproduced against authoritative upstream baseline
6e0d1345fe4733a420a83ac0f632a84e,PMD,PMD_category_java_errorprone_ConstructorCallsOverridableMethod,ErrorProne,High,core/src/main/java/games/cubi/raycastedantiesp/core/chunks/blocks/ByteArrayBlockChunkData.java,21,"            setPaletteIndex(packed, paletteIndex);",Overridable method 'setPaletteIndex' called during object construction,332f0becb460fc2aebae0ab7f0a51c88604a90e4,Cubicake,initial,Core,Production code,UPSTREAM,PMD 6.55 same rule and violation at upstream line 21,yes,yes,remaining; reproduced against authoritative upstream baseline
97bec42aabc007feceaa707acfd1a119,PMD,PMD_category_java_errorprone_AvoidCatchingThrowable,ErrorProne,High,platform-paper/src/main/java/games/cubi/raycastedantiesp/paper/RaycastedAntiESP.java,173,        } catch (Throwable throwable) {,A catch statement should never catch throwable since it includes errors.,fea86e17bde44990ed42c7515648f9dddc988118,P2wn,initial,Paper platform,Production code,PIECLOAK,PMD 6.55 violation not reproduced at the corresponding upstream source location,no,no,fixed by package 10 remediation
c305272bfb10537951410aa81164b9a9,PMD,PMD_category_java_errorprone_NullAssignment,ErrorProne,Warning,core/src/main/java/games/cubi/raycastedantiesp/core/view/PackedBlockTransitionQueue.java,213,            e6 = null;,Assigning an Object to null is a code smell.  Consider refactoring.,18f08ab7d70f3b5c4b7a0addc1e777e310381086,P2wn,initial,Core,Production code,UPSTREAM,PMD 6.55 same rule and violation at upstream line 144,yes,yes,remaining; reproduced against authoritative upstream baseline
4a3e6c486a12b9d2273c027da41a1b6b,PMD,PMD_category_java_multithreading_DoNotUseThreads,Compatibility,High,core/src/main/java/games/cubi/raycastedantiesp/core/utils/SingleThreadedGuard.java,8,    private final Thread permittedThread;,"To be compliant to J2EE, a webapp should not use any thread.",b4e65f96538776fecff71e548ad809b22ecfdb8a,Cubicake,initial,Core,Production code,UPSTREAM,PMD 6.55 same rule and violation at upstream line 8,yes,yes,remaining; reproduced against authoritative upstream baseline
14a142d1ec1cf6c3a94a22d3e117edb7,PMD,PMD_category_java_errorprone_AvoidCatchingThrowable,ErrorProne,High,core/src/main/java/games/cubi/raycastedantiesp/core/engine/AsyncTickWork.java,113,            } catch (Throwable throwable) {,A catch statement should never catch throwable since it includes errors.,43d6765a5a6e2e5b4cd836bdc755a78577d6fd99,P2wn,initial,Core,Production code,PIECLOAK,PMD 6.55 violation not reproduced at the corresponding upstream source location,no,no,fixed by package 10 remediation
5ff7369243f2b3d23eaaaf103859feb,PMD,PMD_category_java_errorprone_AvoidFieldNameMatchingMethodName,ErrorProne,Warning,core/src/main/java/games/cubi/raycastedantiesp/core/tracked/NettyEntity.java,61,    private int entityData;,Field entityData has the same name as a method,18f08ab7d70f3b5c4b7a0addc1e777e310381086,P2wn,initial,Core,Production code,UPSTREAM,PMD 6.55 same rule and violation at upstream line 60,yes,yes,remaining; reproduced against authoritative upstream baseline
737d7398dfc672d36e7f438695907b9b,PMD,PMD_category_java_bestpractices_UnusedLocalVariable,BestPractice,Warning,packetevents/src/test/java/games/cubi/raycastedantiesp/packetevents/viewcontrollers/PacketEventsBlockViewControllerTest.java,70,"        TrackedTileEntity<?> tileEntity = view.updateOrInsertTileEntity(world, location, (char) 1, true);",Avoid unused local variables such as 'tileEntity'.,18f08ab7d70f3b5c4b7a0addc1e777e310381086,P2wn,initial,PacketEvents,Tests,UPSTREAM,PMD 6.55 same rule and violation at upstream line 63,yes,yes,remaining; reproduced against authoritative upstream baseline
fe3e4975563e38937dc6b535d53e79ca,PMD,PMD_category_java_bestpractices_UnusedPrivateField,BestPractice,Warning,platform-paper/src/main/java/games/cubi/raycastedantiesp/paper/packets/PaperPacketEventsCommonViewController.java,23,"    private volatile Object2ObjectArrayMap<String, UUID> worldIdByWorldName = new Object2ObjectArrayMap<>(); private static final VarHandle WORLD_ID_BY_WORLD_NAME = VarHandler.get(PaperPacketEventsCommonViewController.class, ""worldIdByWorldName"", Object2ObjectArrayMap.class);",Avoid unused private fields such as 'worldIdByWorldName'.,18f08ab7d70f3b5c4b7a0addc1e777e310381086,P2wn,initial,Paper platform,Production code,UPSTREAM,PMD 6.55 same rule and violation at upstream line 21,yes,yes,remaining; reproduced against authoritative upstream baseline
a15929f1b12d263e00ca18d7c8cec1dd,PMD,PMD_category_java_errorprone_AvoidFieldNameMatchingMethodName,ErrorProne,Warning,packetevents/src/main/java/games/cubi/raycastedantiesp/packetevents/viewcontrollers/EntityTransitionPlan.java,35,    private final List<Step<P>> steps;,Field steps has the same name as a method,3e18acde563809f68f003229266258687ce8ce10,P2wn,initial,PacketEvents,Production code,PIECLOAK,PMD 6.55 violation not reproduced at the corresponding upstream source location,no,no,fixed by package 10 remediation
628def93186c2c3fcb8d597ff5e46b17,PMD,PMD_category_java_errorprone_CloseResource,ErrorProne,High,core/src/main/java/games/cubi/raycastedantiesp/core/config/ConfigManager.java,340,        InputStream resource = resourceSupplier.get();,Ensure that resources like this InputStream object are closed after use,47d3e142ea86edbbb737adf709cd7c6ec5b9ba5c,P2wn,initial,Core,Production code,UPSTREAM,PMD 6.55 same rule and violation at upstream line 340,yes,yes,remaining; reproduced against authoritative upstream baseline
e91cf6938a475d827f9d0edc8acd4fc0,PMD,PMD_category_java_errorprone_TestClassWithoutTestCases,ErrorProne,High,core/src/test/java/games/cubi/raycastedantiesp/core/view/chunks/ChunkSectionStoreTest.java,517,    private static final class TestExtraData implements Clearable {,"The class 'TestExtraData' might be a test class, but it contains no test cases.",3f212e8766054414324cfca9ebbdd1b1af2e5ce6,Cubicake,initial,Core,Tests,UPSTREAM,PMD 6.55 same rule and violation at upstream line 517,yes,yes,remaining; reproduced against authoritative upstream baseline
6f70269e7cf5f44e366ca4a6335da015,PMD,PMD_category_java_errorprone_UseProperClassLoader,ErrorProne,High,core/src/test/java/games/cubi/raycastedantiesp/core/players/ClientStateResetterMissingMetadataTest.java,71,"                ClientStateResetterMissingMetadataTest.class.getClassLoader(),","In J2EE, getClassLoader() might not work as expected.  Use Thread.currentThread().getContextClassLoader() instead.",ddb6347d68d5606c3fecf045e7667572e5c5a9e7,P2wn,initial,Core,Tests,PIECLOAK,PMD 6.55 violation not reproduced at the corresponding upstream source location,no,no,fixed by package 10 remediation
faf6ea3d1a5cdf448e78e0b4de1af562,PMD,PMD_category_java_errorprone_NullAssignment,ErrorProne,Warning,platform-paper/src/test/java/games/cubi/raycastedantiesp/paper/packets/ControllerOwnershipTest.java,65,        Holder.secondary = null;,Assigning an Object to null is a code smell.  Consider refactoring.,16b9d4ffe865ac4204f06e5e02b10bead4b1db2b,P2wn,initial,Paper platform,Tests,PIECLOAK,PMD 6.55 violation not reproduced at the corresponding upstream source location,no,no,fixed by package 10 remediation
9919df9990f16b6ad3e58ce83336c993,PMD,PMD_category_java_multithreading_UseConcurrentHashMap,Performance,High,core/src/test/java/games/cubi/raycastedantiesp/core/players/RespawnEpochBoundaryTest.java,114,"        Map<UUID, TrackedEntity<?>> entitiesByUUID = new HashMap<>();","If you run in Java5 or newer and have concurrent access, you should use the ConcurrentHashMap implementation",35127dd6bff64e9f2d6dd4a1fe5e4ea48995aeb3,P2wn,initial,Core,Tests,PIECLOAK,PMD 6.55 violation not reproduced at the corresponding upstream source location,no,no,fixed by package 10 remediation
c2a7a139893e88a14d097d0ad2b8aff7,PMD,PMD_category_java_multithreading_UseConcurrentHashMap,Performance,High,packetevents/src/test/java/games/cubi/raycastedantiesp/packetevents/viewcontrollers/EntityTransitionWorkTest.java,218,"        private final Map<String, Integer> counts = new HashMap<>();","If you run in Java5 or newer and have concurrent access, you should use the ConcurrentHashMap implementation",3e18acde563809f68f003229266258687ce8ce10,P2wn,initial,PacketEvents,Tests,PIECLOAK,PMD 6.55 violation not reproduced at the corresponding upstream source location,no,no,fixed by package 10 remediation
cd235322f0eb7b1360f3dc6a658a2ab8,PMD,PMD_category_java_errorprone_AvoidDuplicateLiterals,ErrorProne,Warning,core/src/main/java/games/cubi/raycastedantiesp/core/engine/TimingStats.java,122,"                + ""Total raycasts performed, entity / player / tile: "" + entityRaycastsTotal + "" / "" + playerRaycastsTotal + "" / "" + tileRaycastsTotal + ""\n""","The String literal "" / "" appears 5 times in this file; the first occurrence is on line 122",090b96ac81dd5e42ea3959a6e94166acdd73bb94,Cubicake,initial,Core,Production code,UPSTREAM,PMD 6.55 same rule and violation at upstream line 122,yes,yes,remaining; reproduced against authoritative upstream baseline
ddbaf9702b8a3e40f42757f4d07b1d0d,PMD,PMD_category_java_errorprone_AvoidInstanceofChecksInCatchClause,ErrorProne,High,packetevents/src/main/java/games/cubi/raycastedantiesp/packetevents/viewcontrollers/PacketEventsBlockViewController.java,358,                if (exception instanceof TransitionWriteException,An instanceof check is being performed on the caught exception.  Create a separate catch clause for this exception type.,4013fe7b64d32df33ecfe22db3b66ee0aa09397a,P2wn,initial,PacketEvents,Production code,PIECLOAK,PMD 6.55 violation not reproduced at the corresponding upstream source location,no,no,fixed by package 10 remediation
2e9cb33d342fd3779f5e497ef408afd8,PMD,PMD_category_java_multithreading_DoNotUseThreads,Compatibility,High,core/src/test/java/games/cubi/raycastedantiesp/core/view/PackedTransitionQueueTest.java,247,        Thread secondProducer = Thread.startVirtualThread(() -> {,"To be compliant to J2EE, a webapp should not use any thread.",3d8686e1ae953dc1ebfdffcad1c40bd675bc4c49,Cubicake,initial,Core,Tests,UPSTREAM,PMD 6.55 same rule and violation at upstream line 247,yes,yes,remaining; reproduced against authoritative upstream baseline
3043b159fc433113d120bf4da3b52a50,PMD,PMD_category_java_bestpractices_AvoidReassigningParameters,BestPractice,Warning,core/src/main/java/games/cubi/raycastedantiesp/core/view/chunks/BlockEntitySectionStore.java,103,                data = OccludingChunkData.empty();,Avoid reassigning parameters such as 'data',4013fe7b64d32df33ecfe22db3b66ee0aa09397a,P2wn,initial,Core,Production code,PIECLOAK,PMD 6.55 violation not reproduced at the corresponding upstream source location,no,no,fixed by package 10 remediation
57660ad056cabf8ce19a77f3f6429c0b,PMD,PMD_category_java_errorprone_AvoidDuplicateLiterals,ErrorProne,Warning,platform-paper/src/main/java/games/cubi/raycastedantiesp/paper/packets/ControllerOwnership.java,61,"    @SuppressWarnings(""PMD.CompareObjectsWithEquals"")","The String literal ""PMD.CompareObjectsWithEquals"" appears 5 times in this file; the first occurrence is on line 61",a5233005312f1f75e55a5ea4d01d08e89cc6c183,P2wn,initial,Paper platform,Production code,PIECLOAK,PMD 6.55 violation not reproduced at the corresponding upstream source location,no,no,fixed by package 10 remediation
2e44952e96a5448a1fb3ceea3b861e47,PMD,PMD_category_java_errorprone_NullAssignment,ErrorProne,Warning,core/src/main/java/games/cubi/raycastedantiesp/core/view/PackedBlockTransitionQueue.java,206,            t7 = null;,Assigning an Object to null is a code smell.  Consider refactoring.,18f08ab7d70f3b5c4b7a0addc1e777e310381086,P2wn,initial,Core,Production code,UPSTREAM,PMD 6.55 same rule and violation at upstream line 137,yes,yes,remaining; reproduced against authoritative upstream baseline
f3e11b0dafd7976461816acc82db9d0c,PMD,PMD_category_java_errorprone_AvoidLiteralsInIfCondition,ErrorProne,Warning,packetevents/src/main/java/games/cubi/raycastedantiesp/packetevents/viewcontrollers/chunkparser/BlockChunkParser.java,38,            if (paletteSize == 1) {,Avoid using Literals in Conditional Statements,fea6800269f422fa5210ab14e431775459f3433e,Cubicake,initial,PacketEvents,Production code,UPSTREAM,PMD 6.55 same rule and violation at upstream line 38,yes,yes,remaining; reproduced against authoritative upstream baseline
af1dc512ae513c95817c87b47a33189c,PMD,PMD_category_java_design_NPathComplexity,Complexity,Warning,core/src/test/java/games/cubi/raycastedantiesp/core/players/ClientStateResetterMissingMetadataTest.java,96,    private static Object defaultValue(Class<?> returnType) {,"The method 'defaultValue(Class)' has an NPath complexity of 256, current threshold is 200",ddb6347d68d5606c3fecf045e7667572e5c5a9e7,P2wn,initial,Core,Tests,PIECLOAK,PMD 6.55 violation not reproduced at the corresponding upstream source location,no,no,fixed by package 10 remediation
290834b9aa97bedb478a9be50ee0be3b,PMD,PMD_category_java_bestpractices_GuardLogStatement,Performance,Warning,packetevents/src/main/java/games/cubi/raycastedantiesp/packetevents/viewcontrollers/PacketEventsBlockViewController.java,239,"            Logger.error(""Failed to send fail-closed block fallback for untracked managed block entity. viewer=""",Logger calls should be surrounded by log level guards.,4013fe7b64d32df33ecfe22db3b66ee0aa09397a,P2wn,initial,PacketEvents,Production code,PIECLOAK,PMD 6.55 violation not reproduced at the corresponding upstream source location,no,no,fixed by package 10 remediation
308ef19e213eb39bf3d14b23303a93bf,PMD,PMD_category_java_performance_AvoidInstantiatingObjectsInLoops,Performance,Warning,packetevents/src/main/java/games/cubi/raycastedantiesp/packetevents/viewcontrollers/chunkparser/AbstractChunkParser.java,86,                                managedBySection = new long[sections.length][];,Avoid instantiating new objects inside loops,4013fe7b64d32df33ecfe22db3b66ee0aa09397a,P2wn,initial,PacketEvents,Production code,PIECLOAK,Upstream expression was moved into PieCloak-modified chunk parsing loop; PMD 6.55 violation belongs to the modified loop context,no,no,fixed by package 10 remediation
227f4e5f3e05d2a683bb557979dc0c73,PMD,PMD_category_java_bestpractices_GuardLogStatement,Performance,Warning,core/src/main/java/games/cubi/raycastedantiesp/core/engine/AsyncEngine.java,319,"                            Logger.warning(snapshot.toSlowTickMessage(), 5, AsyncEngine.class);",Logger calls should be surrounded by log level guards.,18f08ab7d70f3b5c4b7a0addc1e777e310381086,P2wn,initial,Core,Production code,PIECLOAK,Logging call was moved into PieCloak-created `completeTick` flow; PMD 6.55 violation is attributable to that refactor,no,no,fixed by package 10 remediation
